File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF431GJK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF863QLQ/, /files/ENCFF020YJO/, /files/ENCFF212MIH/, /files/ENCFF419RSJ/	446273	ENCODE Processing Pipeline	07faf723ed3075a3081c4c8d9b173ccf		https://www.encodeproject.org/files/ENCFF431GJK/@@download/ENCFF431GJK.bed.gz				released	s3://encode-public/2016/12/16/eaca8a68-cc3b-4f64-9fd2-11156321092e/ENCFF431GJK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/eaca8a68-cc3b-4f64-9fd2-11156321092e/ENCFF431GJK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF792RKJ	bam	bam		unfiltered alignments	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1	1_1		100					/files/ENCFF960ZID/, /files/ENCFF096VXL/, /files/ENCFF110MCL/	4421149733	ENCODE Processing Pipeline	4659974a9a567f95923e502f9c45f8e2		https://www.encodeproject.org/files/ENCFF792RKJ/@@download/ENCFF792RKJ.bam				released	s3://encode-public/2020/12/08/177a28ea-3a84-4ec5-8f02-6771669690fd/ENCFF792RKJ.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/177a28ea-3a84-4ec5-8f02-6771669690fd/ENCFF792RKJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF772BNE	bam	bam		unfiltered alignments	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	2	2_1		100					/files/ENCFF621NBR/, /files/ENCFF230HNM/, /files/ENCFF110MCL/	3273818788	ENCODE Processing Pipeline	4d3afe15c7720c266caa1f63f94c434f		https://www.encodeproject.org/files/ENCFF772BNE/@@download/ENCFF772BNE.bam				released	s3://encode-public/2020/12/08/0e9fdc5e-82fa-4e4d-9f78-1ff14f7392c0/ENCFF772BNE.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/0e9fdc5e-82fa-4e4d-9f78-1ff14f7392c0/ENCFF772BNE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF154AXE	bam	bam		alignments	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	2	2_1		100					/files/ENCFF621NBR/, /files/ENCFF230HNM/, /files/ENCFF110MCL/	2528567001	ENCODE Processing Pipeline	03c283679f1a77a02bf88cc506527273		https://www.encodeproject.org/files/ENCFF154AXE/@@download/ENCFF154AXE.bam				released	s3://encode-public/2020/12/08/8c5f73c2-2fc2-42bc-905a-2d563dbe609d/ENCFF154AXE.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/8c5f73c2-2fc2-42bc-905a-2d563dbe609d/ENCFF154AXE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF963UPX	bam	bam		alignments	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1	1_1		100					/files/ENCFF960ZID/, /files/ENCFF096VXL/, /files/ENCFF110MCL/	3409998039	ENCODE Processing Pipeline	e17a3e2450c36c482e1c8ce2af343174		https://www.encodeproject.org/files/ENCFF963UPX/@@download/ENCFF963UPX.bam				released	s3://encode-public/2020/12/08/eb4aeb1d-1683-4cf5-97ce-24cbc246dfe3/ENCFF963UPX.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/eb4aeb1d-1683-4cf5-97ce-24cbc246dfe3/ENCFF963UPX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF774PPB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1	1_1							/files/ENCFF963UPX/, /files/ENCFF356LFX/, /files/ENCFF973OPX/, /files/ENCFF330WYS/	293727	ENCODE Processing Pipeline	9435a082af55dce5f4ec88aee27eccaa		https://www.encodeproject.org/files/ENCFF774PPB/@@download/ENCFF774PPB.bed.gz				released	s3://encode-public/2020/12/08/4fa9dd40-9e8a-40a2-af17-d86711f8fd20/ENCFF774PPB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/4fa9dd40-9e8a-40a2-af17-d86711f8fd20/ENCFF774PPB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF385ZCI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	2	2_1							/files/ENCFF356LFX/, /files/ENCFF154AXE/, /files/ENCFF973OPX/, /files/ENCFF330WYS/	247267	ENCODE Processing Pipeline	bd68b512016e6cbebdee33ac77157a8a		https://www.encodeproject.org/files/ENCFF385ZCI/@@download/ENCFF385ZCI.bed.gz				released	s3://encode-public/2020/12/08/6ee14734-eb3c-402a-91a6-0bc2731e3e18/ENCFF385ZCI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/6ee14734-eb3c-402a-91a6-0bc2731e3e18/ENCFF385ZCI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF199GFU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF330WYS/, /files/ENCFF154AXE/, /files/ENCFF973OPX/, /files/ENCFF963UPX/, /files/ENCFF356LFX/	429774	ENCODE Processing Pipeline	a7f9bafeb476aa16de2d022c4531dd8c		https://www.encodeproject.org/files/ENCFF199GFU/@@download/ENCFF199GFU.bed.gz				released	s3://encode-public/2020/12/08/2617da41-8e84-4ef1-98eb-1a5d2369f048/ENCFF199GFU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/2617da41-8e84-4ef1-98eb-1a5d2369f048/ENCFF199GFU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF151VRY	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF330WYS/, /files/ENCFF154AXE/, /files/ENCFF973OPX/, /files/ENCFF963UPX/, /files/ENCFF356LFX/	423447	ENCODE Processing Pipeline	66f1f5c51bd77f323bd8aedd30c7f65b		https://www.encodeproject.org/files/ENCFF151VRY/@@download/ENCFF151VRY.bed.gz				released	s3://encode-public/2020/12/08/59c7a5f0-6403-4092-b4f7-6c695810a066/ENCFF151VRY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/59c7a5f0-6403-4092-b4f7-6c695810a066/ENCFF151VRY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF391FDK	bam	bam		unfiltered alignments	hg19	ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	2	2_1		101					/files/ENCFF698ICA/, /files/ENCFF807MUK/, /files/ENCFF839LPL/	5022137187	ENCODE Processing Pipeline	c6b9b36aa56bd852a172a651be4c3daf		https://www.encodeproject.org/files/ENCFF391FDK/@@download/ENCFF391FDK.bam				released	s3://encode-public/2018/02/22/97757080-e214-42d3-b05f-2bc985d70396/ENCFF391FDK.bam	https://datasetencode.blob.core.windows.net/dataset/2018/02/22/97757080-e214-42d3-b05f-2bc985d70396/ENCFF391FDK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF394HFT	bam	bam		unfiltered alignments	hg19	ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	1	1_1		101					/files/ENCFF400NVU/, /files/ENCFF807MUK/, /files/ENCFF920SBM/	4016296514	ENCODE Processing Pipeline	9c964b79a5b8a9ecd21d71dba8a50c9f		https://www.encodeproject.org/files/ENCFF394HFT/@@download/ENCFF394HFT.bam				released	s3://encode-public/2018/02/22/506f53f0-c460-4752-9930-721adaf6aa84/ENCFF394HFT.bam	https://datasetencode.blob.core.windows.net/dataset/2018/02/22/506f53f0-c460-4752-9930-721adaf6aa84/ENCFF394HFT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF839LPL	fastq	fastq		reads		ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	2	2_1	100		paired-ended	1	/files/ENCFF698ICA/			2434855785	Michael Snyder, Stanford	27e65b059226dbf9f18f1aad91678ada	SRA:SRR5111543	https://www.encodeproject.org/files/ENCFF839LPL/@@download/ENCFF839LPL.fastq.gz		Illumina HiSeq 2000	/files/ENCFF002EFD/	released	s3://encode-public/2016/05/12/7dc98c99-3fec-40e3-89ae-808855012028/ENCFF839LPL.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2016/05/12/7dc98c99-3fec-40e3-89ae-808855012028/ENCFF839LPL.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF698ICA	fastq	fastq		reads		ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	2	2_1	100		paired-ended	2	/files/ENCFF839LPL/			2475345280	Michael Snyder, Stanford	78222056a75c1fb596a6eeaa195593e1	SRA:SRR5111543	https://www.encodeproject.org/files/ENCFF698ICA/@@download/ENCFF698ICA.fastq.gz		Illumina HiSeq 2000	/files/ENCFF002EFA/	released	s3://encode-public/2016/05/12/8d42880d-9217-4712-8a6b-72f27b728878/ENCFF698ICA.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2016/05/12/8d42880d-9217-4712-8a6b-72f27b728878/ENCFF698ICA.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF920SBM	fastq	fastq		reads		ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	1	1_1	100		paired-ended	1	/files/ENCFF400NVU/			1861855451	Michael Snyder, Stanford	58c585a0026f264702f65e5f32a4d5ba	SRA:SRR5111542	https://www.encodeproject.org/files/ENCFF920SBM/@@download/ENCFF920SBM.fastq.gz		Illumina HiSeq 2000	/files/ENCFF002EFF/	released	s3://encode-public/2016/05/12/545d044c-2b52-491c-9dc6-072cd793336f/ENCFF920SBM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2016/05/12/545d044c-2b52-491c-9dc6-072cd793336f/ENCFF920SBM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF400NVU	fastq	fastq		reads		ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	1	1_1	100		paired-ended	2	/files/ENCFF920SBM/			1898649414	Michael Snyder, Stanford	b93eac550784691589041df86a252ec9	SRA:SRR5111542	https://www.encodeproject.org/files/ENCFF400NVU/@@download/ENCFF400NVU.fastq.gz		Illumina HiSeq 2000	/files/ENCFF002EFH/	released	s3://encode-public/2016/05/12/c483aefe-c574-4e2e-9101-90a57126bf6f/ENCFF400NVU.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2016/05/12/c483aefe-c574-4e2e-9101-90a57126bf6f/ENCFF400NVU.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF839GLQ	bam	bam		alignments	hg19	ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	2	2_1		100					/files/ENCFF698ICA/, /files/ENCFF807MUK/, /files/ENCFF839LPL/	4288292713	ENCODE Processing Pipeline	4ce0e20104fbb50578aef291abcc147d		https://www.encodeproject.org/files/ENCFF839GLQ/@@download/ENCFF839GLQ.bam				released	s3://encode-public/2016/05/18/ae0e7eb7-ef0a-4c65-bb69-5553d456335d/ENCFF839GLQ.bam	https://datasetencode.blob.core.windows.net/dataset/2016/05/18/ae0e7eb7-ef0a-4c65-bb69-5553d456335d/ENCFF839GLQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF138LNW	bam	bam		alignments	hg19	ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	1	1_1		101					/files/ENCFF400NVU/, /files/ENCFF807MUK/, /files/ENCFF920SBM/	3492763395	ENCODE Processing Pipeline	6c3630e808f2c33d70183d85203e41d3		https://www.encodeproject.org/files/ENCFF138LNW/@@download/ENCFF138LNW.bam				released	s3://encode-public/2016/05/18/0ce5ef48-f1b1-4662-afbf-6fd73632ed90/ENCFF138LNW.bam	https://datasetencode.blob.core.windows.net/dataset/2016/05/18/0ce5ef48-f1b1-4662-afbf-6fd73632ed90/ENCFF138LNW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF157PBO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	1	1_1							/files/ENCFF581ZJL/, /files/ENCFF138LNW/	7197429	ENCODE Processing Pipeline	0af8663cfafe4ae8f1f42901e348933e		https://www.encodeproject.org/files/ENCFF157PBO/@@download/ENCFF157PBO.bed.gz				released	s3://encode-public/2016/09/01/abff47e4-1aa8-4046-b575-ac411bf3787e/ENCFF157PBO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/01/abff47e4-1aa8-4046-b575-ac411bf3787e/ENCFF157PBO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF109VMO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR388QZF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										POLR2A-human	DNA						2016-09-27	ENCODE			450-650	2	2_1							/files/ENCFF051LWI/, /files/ENCFF839GLQ/	7254397	ENCODE Processing Pipeline	946487180b55d5e1e6a68781d9572952		https://www.encodeproject.org/files/ENCFF109VMO/@@download/ENCFF109VMO.bed.gz				released	s3://encode-public/2016/09/01/8fc631eb-58f4-4df1-91b7-adfd14b860bd/ENCFF109VMO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/01/8fc631eb-58f4-4df1-91b7-adfd14b860bd/ENCFF109VMO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
